DATETIME,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS10M,CLRSKY_SFC_SW_DWN,T2M,ALLSKY_SFC_LW_DWN,PS,RH2M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN_W,CLRSKY_SFC_SW_DWN_W,ALLSKY_SFC_SW_DIFF_W,ALLSKY_SFC_SW_DNI_W,pv_production_kwh,CELL_TEMP_C,TEMP_DERATE,POA_IRRADIANCE,AC_POWER_KW,hour,month,clearness_ratio
2023-01-20 12:00:00,2023,1,20,12,325.15,17.17,551.4,13.44,350.7,100.39,68.4,235.71,0.45,161.66,90319.51670000001,153166.7892,65475.05238000001,44905.59148,0.495,-2.15,1.1222,545.07,0.495,12,1,0.5896797430545102
2023-01-20 13:00:00,2023,1,20,13,317.38,17.81,524.78,13.09,334.05,100.43,65.75,114.17,0.12,484.36,88161.18164000001,145772.33884,31713.91426,134544.55208000002,0.387,-3.71,1.1292,423.9,0.387,13,1,0.6047856153328722
2023-01-20 14:00:00,2023,1,20,14,269.25,17.04,434.48,12.69,332.65,100.51,67.01,109.09,0.24,481.54,74791.7265,120688.98544000002,30302.802020000003,133761.21812,0.34,-4.46,1.1326,371.03,0.34,14,1,0.6197048892816948
2023-01-20 15:00:00,2023,1,20,15,181.3,16.19,297.85,12.6,332.08,100.59,67.02,92.79,0.68,372.0,50361.15140000001,82736.17730000001,25775.020620000003,103333.41600000001,0.247,-6.02,1.1396,267.87,0.247,15,1,0.6086936085492411
2023-01-20 16:00:00,2023,1,20,16,79.1,15.9,130.7,12.34,332.4,100.67,68.0,48.34,1.19,172.42,21972.2398,36305.5846,13427.788520000002,47894.48276,0.116,-9.04,1.1532,124.2,0.116,16,1,0.6051981239623262
2023-01-20 17:00:00,2023,1,20,17,5.53,15.75,8.57,12.01,331.25,100.77,68.76,8.09,1.22,10.69,1536.1123400000001,2380.5574600000004,2247.22402,2969.44682,0.012,-11.44,1.164,13.08,0.012,17,1,0.6451989266129974
2023-01-20 18:00:00,2023,1,20,18,0.0,15.5,0.0,11.91,328.02,100.87,67.44,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,-11.34,1.1635,0.0,0.0,18,1,0.0
2023-01-20 19:00:00,2023,1,20,19,0.0,15.26,0.0,11.73,341.7,100.96,67.13,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,-11.16,1.1627,0.0,0.0,19,1,0.0
2023-01-20 20:00:00,2023,1,20,20,0.0,15.01,0.0,11.62,343.15,101.01,66.83,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,-10.9,1.1615,0.0,0.0,20,1,0.0
2023-01-20 21:00:00,2023,1,20,21,0.0,14.76,0.0,11.62,343.08,101.04,67.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,-10.52,1.1598,0.0,0.0,21,1,0.0
2023-01-20 22:00:00,2023,1,20,22,0.0,14.61,0.0,11.61,340.38,101.05,68.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-10.3,1.1589,0.0,0.0,22,1,0.0
2023-01-20 23:00:00,2023,1,20,23,0.0,14.62,0.0,11.49,343.2,101.04,69.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,-10.44,1.1595,0.0,0.0,23,1,0.0
2023-01-21 00:00:00,2023,1,21,0,0.0,14.51,0.0,11.37,338.33,101.03,69.52,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,-10.4,1.1593,0.0,0.0,0,1,0.0
2023-01-21 01:00:00,2023,1,21,1,0.0,14.25,0.0,11.27,348.38,101.03,69.51,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,-10.1,1.158,0.0,0.0,1,1,0.0
2023-01-21 02:00:00,2023,1,21,2,0.0,13.97,0.0,11.13,311.73,101.04,69.55,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-9.83,1.1567,0.0,0.0,2,1,0.0
2023-01-21 03:00:00,2023,1,21,3,0.0,13.78,0.0,11.01,347.4,101.02,69.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-9.66,1.156,0.0,0.0,3,1,0.0
2023-01-21 04:00:00,2023,1,21,4,0.0,13.73,0.0,10.95,338.83,100.99,69.36,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-9.64,1.1559,0.0,0.0,4,1,0.0
2023-01-21 05:00:00,2023,1,21,5,0.0,13.59,0.0,11.06,348.15,100.98,68.48,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-9.32,1.1545,0.0,0.0,5,1,0.0
2023-01-21 06:00:00,2023,1,21,6,0.0,13.21,0.0,11.16,329.48,101.0,68.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,-8.66,1.1514,0.0,0.0,6,1,0.0
2023-01-21 07:00:00,2023,1,21,7,3.4,12.8,4.88,11.32,331.35,101.01,67.69,4.98,0.05,1.52,944.4452,1355.55664,1383.3344400000003,422.22256000000004,0.007,-7.77,1.1475,8.05,0.007,7,1,0.696578569965171
2023-01-21 08:00:00,2023,1,21,8,45.92,12.34,109.2,11.56,343.4,101.02,66.99,36.78,0.05,38.47,12755.565760000001,30333.357600000003,10216.674840000001,10686.11966,0.074,-5.51,1.1373,80.24,0.074,8,1,0.42050896969807966
2023-01-21 09:00:00,2023,1,21,9,103.9,11.87,276.12,11.85,345.42,101.05,66.32,79.6,0.32,58.17,28861.134200000004,76700.06136,22111.1288,16158.346260000002,0.162,-2.71,1.1247,178.17,0.162,9,1,0.37628431013939545
2023-01-21 10:00:00,2023,1,21,10,136.12,11.13,417.27,11.99,351.1,101.06,66.29,107.09,1.94,51.05,37811.14136,115908.42606,29747.246020000002,14180.5669,0.213,-0.45,1.1145,236.04,0.213,10,1,0.3262148579700004
2023-01-21 11:00:00,2023,1,21,11,150.25,10.71,510.75,11.79,346.85,101.03,67.85,112.43,3.82,51.65,41736.1445,141875.1135,31230.580540000003,14347.2337,0.229,0.42,1.1106,255.15,0.229,11,1,0.29417465653518055
2023-01-21 12:00:00,2023,1,21,12,134.75,10.78,548.1,11.17,350.25,101.0,72.25,100.69,6.24,82.39,37430.5855,152250.12180000002,27969.46682,22886.12942,0.207,-0.79,1.1161,228.7,0.207,12,1,0.24584884902600068
2023-01-21 13:00:00,2023,1,21,13,68.53,10.41,518.72,10.69,349.25,100.96,75.32,59.03,9.34,3.32,19036.126340000003,144089.00416,16397.235340000003,922.2229600000001,0.113,-2.78,1.125,123.61,0.113,13,1,0.13211340971350688
2023-01-21 14:00:00,2023,1,21,14,98.45,10.22,434.08,10.53,347.77,100.96,75.99,82.59,8.52,17.73,27347.244100000004,120577.87424,22941.68502,4925.0039400000005,0.159,-1.72,1.1203,175.51,0.159,14,1,0.22680098875555488
2023-01-21 15:00:00,2023,1,21,15,73.18,9.89,301.12,10.6,345.67,100.95,74.88,61.06,4.97,28.29,20327.794040000004,83644.51136,16961.12468,7858.339620000001,0.118,-1.95,1.1213,130.15,0.118,15,1,0.24302522906074306
2023-01-21 16:00:00,2023,1,21,16,40.75,9.67,135.52,10.97,344.88,100.92,71.56,31.95,4.26,48.97,11319.453500000001,37644.47456,8875.0071,13602.78866,0.064,-2.26,1.1227,70.56,0.064,16,1,0.30069140575999287
2023-01-21 17:00:00,2023,1,21,17,4.47,9.88,9.77,11.27,337.67,100.92,69.18,5.46,2.84,9.08,1241.66766,2713.89106,1516.6678800000002,2522.22424,0.009,-3.41,1.1278,9.56,0.009,17,1,0.45747620509671477
2023-01-21 18:00:00,2023,1,21,18,0.0,10.1,0.0,11.46,331.3,100.95,67.27,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,-3.69,1.1291,0.0,0.0,18,1,0.0
2023-01-21 19:00:00,2023,1,21,19,0.0,10.58,0.0,11.43,312.15,100.97,65.15,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,1.1325,0.0,0.0,19,1,0.0
2023-01-21 20:00:00,2023,1,21,20,0.0,11.09,0.0,11.31,320.45,100.96,65.06,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,-5.32,1.1365,0.0,0.0,20,1,0.0
2023-01-21 21:00:00,2023,1,21,21,0.0,11.42,0.0,11.31,327.1,100.94,66.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,-5.82,1.1387,0.0,0.0,21,1,0.0
2023-01-21 22:00:00,2023,1,21,22,0.0,11.52,0.0,11.33,323.25,100.92,67.71,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-5.95,1.1393,0.0,0.0,22,1,0.0
2023-01-21 23:00:00,2023,1,21,23,0.0,11.18,0.0,11.2,327.8,100.91,70.35,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,-5.57,1.1376,0.0,0.0,23,1,0.0
2023-01-22 00:00:00,2023,1,22,0,0.0,10.36,0.0,10.99,337.83,100.9,73.17,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,-4.55,1.133,0.0,0.0,0,1,0.0
2023-01-22 01:00:00,2023,1,22,1,0.0,9.36,0.0,10.85,306.27,100.9,75.71,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,-3.19,1.1269,0.0,0.0,1,1,0.0
2023-01-22 02:00:00,2023,1,22,2,0.0,8.43,0.0,10.75,315.4,100.88,77.45,0.0,9.11,0.0,0.0,0.0,0.0,0.0,0.0,-1.89,1.121,0.0,0.0,2,1,0.0
2023-01-22 03:00:00,2023,1,22,3,0.0,7.59,0.0,10.67,335.15,100.85,78.59,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,1.1157,0.0,0.0,3,1,0.0
2023-01-22 04:00:00,2023,1,22,4,0.0,6.92,0.0,10.68,337.95,100.81,78.76,0.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1112,0.0,0.0,4,1,0.0
2023-01-22 05:00:00,2023,1,22,5,0.0,6.31,0.0,10.77,323.92,100.8,76.66,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.1066,0.0,0.0,5,1,0.0
2023-01-22 06:00:00,2023,1,22,6,0.0,6.17,0.0,10.9,326.62,100.82,74.29,0.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.1051,0.0,0.0,6,1,0.0
2023-01-22 07:00:00,2023,1,22,7,3.0,6.23,5.22,10.9,338.15,100.85,72.96,4.13,4.22,2.24,833.3340000000001,1450.00116,1147.22314,622.2227200000001,0.006,1.65,1.1051,6.85,0.006,7,1,0.5746025665581306
2023-01-22 08:00:00,2023,1,22,8,53.58,6.27,113.2,10.78,346.35,100.91,73.71,44.22,3.49,27.17,14883.34524,31444.469600000004,12283.34316,7547.228260000001,0.084,3.05,1.0988,94.84,0.084,8,1,0.47331737352143527
2023-01-22 09:00:00,2023,1,22,9,151.55,6.24,280.45,10.6,335.48,100.98,75.28,121.87,3.87,74.69,42097.255900000004,77902.8401,33852.804860000004,20747.238820000002,0.233,5.98,1.0856,265.26,0.233,9,1,0.5403796028539746
2023-01-22 10:00:00,2023,1,22,10,254.18,6.15,421.0,10.55,327.95,101.04,75.71,195.94,4.72,119.92,70605.61204,116944.53800000002,54427.82132,33311.137760000005,0.379,9.27,1.0708,436.99,0.379,10,1,0.6037515350319833
2023-01-22 11:00:00,2023,1,22,11,319.42,6.23,513.65,10.69,327.77,101.06,74.26,219.94,5.39,168.6,88727.84876000001,142680.6697,61094.49332,46833.370800000004,0.451,11.33,1.0615,524.63,0.451,11,1,0.6218619257044181
2023-01-22 12:00:00,2023,1,22,12,340.42,6.55,559.53,10.9,332.7,101.03,71.85,189.83,6.86,271.6,94561.18676000001,155425.12434,52730.597740000005,75444.50480000001,0.444,11.71,1.0598,517.53,0.444,12,1,0.6084023941479562
2023-01-22 13:00:00,2023,1,22,13,331.83,6.83,533.53,11.1,325.95,101.03,69.31,178.43,5.84,357.07,92175.07374,148202.89634,49563.92854000001,99186.19046,0.428,11.22,1.062,498.31,0.428,13,1,0.6219507395071702
2023-01-22 14:00:00,2023,1,22,14,275.15,7.1,446.52,11.31,334.27,101.06,67.41,156.9,5.74,303.05,76430.6167,124033.43256,43583.368200000004,84180.6229,0.365,9.26,1.0708,421.54,0.365,14,1,0.61620842020868
2023-01-22 15:00:00,2023,1,22,15,177.3,7.25,308.88,11.49,338.38,101.11,66.88,114.96,4.61,203.57,49250.03940000001,85800.06864,31933.35888,56547.26746,0.25,6.16,1.0848,284.56,0.25,15,1,0.5740074656582956
2023-01-22 16:00:00,2023,1,22,16,77.5,7.23,139.27,11.46,336.0,101.13,68.46,54.85,4.27,126.88,21527.795000000002,38686.142060000006,15236.123300000001,35244.47264,0.114,3.04,1.0988,128.68,0.114,16,1,0.5564690423706299
2023-01-22 17:00:00,2023,1,22,17,7.07,7.26,10.12,11.3,324.33,101.17,70.9,9.09,4.54,16.97,1963.8904600000003,2811.11336,2525.0020200000004,4713.89266,0.014,0.63,1.1097,15.55,0.014,17,1,0.6985475743503607
2023-01-22 18:00:00,2023,1,22,18,0.0,7.43,0.0,11.28,317.38,101.2,72.35,0.0,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.1119,0.0,0.0,18,1,0.0
2023-01-22 19:00:00,2023,1,22,19,0.0,7.63,0.0,11.27,330.02,101.24,73.88,0.0,12.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,1.1133,0.0,0.0,19,1,0.0
2023-01-22 20:00:00,2023,1,22,20,0.0,7.87,0.0,11.22,325.77,101.25,76.92,0.0,17.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,1.1151,0.0,0.0,20,1,0.0
2023-01-22 21:00:00,2023,1,22,21,0.0,8.27,0.0,11.16,322.02,101.24,80.14,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.24,1.1181,0.0,0.0,21,1,0.0
2023-01-22 22:00:00,2023,1,22,22,0.0,8.55,0.0,11.13,340.08,101.24,81.64,0.0,17.78,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,1.1201,0.0,0.0,22,1,0.0
2023-01-22 23:00:00,2023,1,22,23,0.0,8.97,0.0,11.2,326.5,101.23,81.26,0.0,18.29,0.0,0.0,0.0,0.0,0.0,0.0,-2.26,1.1226,0.0,0.0,23,1,0.0
2023-01-23 00:00:00,2023,1,23,0,0.0,9.47,0.0,11.32,340.73,101.2,79.63,0.0,18.65,0.0,0.0,0.0,0.0,0.0,0.0,-2.89,1.1255,0.0,0.0,0,1,0.0
2023-01-23 01:00:00,2023,1,23,1,0.0,9.84,0.0,11.41,321.77,101.2,77.96,0.0,19.31,0.0,0.0,0.0,0.0,0.0,0.0,-3.35,1.1276,0.0,0.0,1,1,0.0
2023-01-23 02:00:00,2023,1,23,2,0.0,9.82,0.0,11.48,347.77,101.2,76.76,0.0,17.96,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,1.1271,0.0,0.0,2,1,0.0
2023-01-23 03:00:00,2023,1,23,3,0.0,9.55,0.0,11.48,323.02,101.19,76.63,0.0,16.26,0.0,0.0,0.0,0.0,0.0,0.0,-2.85,1.1253,0.0,0.0,3,1,0.0
2023-01-23 04:00:00,2023,1,23,4,0.0,8.87,0.0,11.39,334.08,101.19,77.33,0.0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,1.1211,0.0,0.0,4,1,0.0
2023-01-23 05:00:00,2023,1,23,5,0.0,8.03,0.0,11.34,334.08,101.2,77.23,0.0,11.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1.1157,0.0,0.0,5,1,0.0
2023-01-23 06:00:00,2023,1,23,6,0.0,7.21,0.0,11.4,337.08,101.22,75.51,0.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.1099,0.0,0.0,6,1,0.0
2023-01-23 07:00:00,2023,1,23,7,3.38,6.61,5.43,11.47,336.45,101.26,73.87,4.68,5.44,3.7,938.88964,1508.33454,1300.00104,1027.7786,0.007,1.66,1.105,7.75,0.007,7,1,0.6223531577978273
2023-01-23 08:00:00,2023,1,23,8,55.58,6.41,113.7,11.87,345.05,101.3,71.86,45.27,3.91,58.36,15438.901240000001,31583.358600000003,12575.010060000002,16211.124080000001,0.087,3.99,1.0945,97.82,0.087,8,1,0.48882595579634297
2023-01-23 09:00:00,2023,1,23,9,147.7,6.6,279.45,12.16,341.17,101.35,70.42,112.52,3.84,86.42,41027.8106,77625.0621,31255.580560000002,24005.574760000003,0.221,6.88,1.0816,252.68,0.221,9,1,0.5285363086909691
2023-01-23 10:00:00,2023,1,23,10,231.3,6.88,419.2,12.32,341.17,101.4,69.83,182.03,4.11,102.02,64250.05140000001,116444.53760000001,50563.92934,28338.91156,0.348,9.23,1.071,401.14,0.348,10,1,0.5517639509447736
2023-01-23 11:00:00,2023,1,23,11,287.58,7.12,511.7,12.38,338.9,101.41,69.67,205.99,5.04,118.29,79883.39724,142139.0026,57219.49022000001,32858.35962,0.413,10.69,1.0644,479.77,0.413,11,1,0.5620078913271618
2023-01-23 12:00:00,2023,1,23,12,327.15,7.29,562.2,12.33,331.27,101.38,69.88,143.31,4.22,415.32,90875.0727,156166.79160000003,39808.36518,115366.75896,0.395,11.62,1.0602,460.86,0.395,12,1,0.5819093171303501
2023-01-23 13:00:00,2023,1,23,13,292.25,7.19,535.58,12.38,342.83,101.35,69.52,185.47,3.09,236.81,81180.6205,148772.34124,51519.485660000006,65780.60818000001,0.401,10.73,1.0642,465.3,0.401,13,1,0.5456690958043694
2023-01-23 14:00:00,2023,1,23,14,240.1,6.89,450.05,12.47,342.15,101.35,68.44,168.04,2.33,144.78,66694.4978,125013.98890000001,46677.81512,40216.698840000005,0.343,9.64,1.0691,396.88,0.343,14,1,0.533495092778374
2023-01-23 15:00:00,2023,1,23,15,153.0,6.57,312.3,12.51,349.48,101.38,67.49,113.15,1.93,99.27,42500.034,86750.06940000001,31430.580700000002,27575.02206,0.226,7.44,1.079,258.57,0.226,15,1,0.4899119759462826
2023-01-23 16:00:00,2023,1,23,16,57.45,6.38,141.0,12.36,357.62,101.41,68.75,49.1,1.94,33.72,15958.346100000002,39166.698000000004,13638.899800000001,9366.67416,0.091,4.59,1.0919,103.26,0.091,16,1,0.40744391883745507
2023-01-23 17:00:00,2023,1,23,17,5.07,6.48,10.62,11.99,351.88,101.46,71.64,6.42,2.12,4.55,1408.3344600000003,2950.00236,1783.3347600000002,1263.8899000000001,0.01,2.43,1.1016,11.06,0.01,17,1,0.4773561811505509
2023-01-23 18:00:00,2023,1,23,18,0.0,6.39,0.0,11.84,349.27,101.52,72.74,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,2.26,1.1024,0.0,0.0,18,1,0.0
2023-01-23 19:00:00,2023,1,23,19,0.0,6.08,0.0,11.88,338.92,101.56,71.76,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.76,1.1001,0.0,0.0,19,1,0.0
2023-01-23 20:00:00,2023,1,23,20,0.0,5.79,0.0,11.97,326.5,101.57,69.61,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1.0977,0.0,0.0,20,1,0.0
2023-01-23 21:00:00,2023,1,23,21,0.0,5.89,0.0,12.02,306.05,101.57,67.99,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,3.19,1.0982,0.0,0.0,21,1,0.0
2023-01-23 22:00:00,2023,1,23,22,0.0,6.62,0.0,11.89,305.35,101.57,68.23,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.1037,0.0,0.0,22,1,0.0
2023-01-23 23:00:00,2023,1,23,23,0.0,7.52,0.0,11.52,303.83,101.57,69.68,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1.1114,0.0,0.0,23,1,0.0
2023-01-24 00:00:00,2023,1,24,0,0.0,8.08,0.0,11.01,298.08,101.55,69.47,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,1.1175,0.0,0.0,0,1,0.0
2023-01-24 01:00:00,2023,1,24,1,0.0,8.17,0.0,10.55,278.5,101.55,67.81,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,1.1202,0.0,0.0,1,1,0.0
2023-01-24 02:00:00,2023,1,24,2,0.0,8.14,0.0,10.21,283.73,101.54,67.55,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.1215,0.0,0.0,2,1,0.0
2023-01-24 03:00:00,2023,1,24,3,0.0,8.17,0.0,9.98,293.77,101.53,69.12,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,1.1227,0.0,0.0,3,1,0.0
2023-01-24 04:00:00,2023,1,24,4,0.0,8.36,0.0,9.96,298.62,101.53,71.32,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-2.58,1.1241,0.0,0.0,4,1,0.0
2023-01-24 05:00:00,2023,1,24,5,0.0,8.53,0.0,10.08,286.3,101.55,72.34,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,-2.71,1.1247,0.0,0.0,5,1,0.0
2023-01-24 06:00:00,2023,1,24,6,0.0,8.44,0.0,10.2,282.9,101.58,71.79,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,-2.46,1.1236,0.0,0.0,6,1,0.0
2023-01-24 07:00:00,2023,1,24,7,5.18,8.25,5.65,10.21,280.02,101.63,70.73,7.72,0.53,5.85,1438.89004,1569.4457000000002,2144.44616,1625.0013000000001,0.011,-2.0,1.1215,12.38,0.011,7,1,0.9166519200141566
2023-01-24 08:00:00,2023,1,24,8,92.28,7.94,112.57,10.5,288.77,101.69,68.65,60.71,0.83,185.74,25633.353840000003,31269.46946,16863.902380000003,51594.485720000004,0.133,1.47,1.1059,148.92,0.133,8,1,0.819749313766423
2023-01-24 09:00:00,2023,1,24,9,239.52,7.46,287.7,11.09,289.2,101.73,65.91,126.56,1.03,360.11,66533.38656000001,79916.73060000001,35155.58368,100030.63558000002,0.312,7.38,1.0793,357.6,0.312,9,1,0.8325309957212524
2023-01-24 10:00:00,2023,1,24,10,374.77,7.27,434.58,12.05,289.52,101.75,59.9,182.41,1.15,464.57,104102.86106,120716.76324,50669.48498,129047.32546000001,0.465,12.86,1.0546,544.96,0.465,10,1,0.8623708813776949
2023-01-24 11:00:00,2023,1,24,11,467.35,7.01,531.2,12.66,290.1,101.72,54.64,205.28,1.22,508.57,129819.54830000001,147555.6736,57022.26784000001,141269.55746,0.553,16.75,1.0371,658.88,0.553,11,1,0.8797987955594964
2023-01-24 12:00:00,2023,1,24,12,514.92,6.41,574.5,12.87,290.3,101.65,52.66,227.47,1.15,600.29,143033.44776,159583.461,63186.161660000005,166747.35562,0.603,19.35,1.0254,727.15,0.603,12,1,0.8962908680750773
2023-01-24 13:00:00,2023,1,24,13,502.23,5.81,547.9,12.91,290.95,101.59,52.49,211.6,0.88,598.22,139508.44494000002,152194.5662,58777.8248,166172.35516,0.579,19.89,1.023,699.66,0.579,13,1,0.9166437002305162
2023-01-24 14:00:00,2023,1,24,14,429.02,5.4,460.15,12.71,280.42,101.59,54.84,121.53,0.48,759.23,119172.31756000001,127819.5467,33758.36034,210897.39094,0.453,18.02,1.0314,542.41,0.453,14,1,0.9323461211645743
2023-01-24 15:00:00,2023,1,24,15,279.62,5.07,321.67,12.19,284.17,101.63,59.17,76.24,0.29,655.98,77672.28436,89352.84926000002,21177.79472,182216.81244,0.299,13.32,1.0525,350.75,0.299,15,1,0.8692732636762407
2023-01-24 16:00:00,2023,1,24,16,122.8,4.41,150.45,11.51,292.05,101.68,63.59,49.19,0.29,441.74,34111.1384,41791.7001,13663.89982,122705.65372000002,0.146,8.73,1.0732,168.69,0.146,16,1,0.8162125874869559
2023-01-24 17:00:00,2023,1,24,17,10.73,3.19,12.68,10.94,287.35,101.71,62.95,11.38,0.44,54.54,2980.55794,3522.2250400000003,3161.1136400000005,15150.012120000001,0.019,6.49,1.0833,21.35,0.019,17,1,0.8461477801435219
2023-01-24 18:00:00,2023,1,24,18,0.0,1.74,0.0,10.77,290.67,101.72,58.02,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,8.16,1.0758,0.0,0.0,18,1,0.0
2023-01-24 19:00:00,2023,1,24,19,0.0,1.15,0.0,10.64,301.75,101.72,54.71,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.92,1.0724,0.0,0.0,19,1,0.0
2023-01-24 20:00:00,2023,1,24,20,0.0,1.77,0.0,10.83,295.02,101.69,54.51,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.18,1.0757,0.0,0.0,20,1,0.0
2023-01-24 21:00:00,2023,1,24,21,0.0,2.24,0.0,11.09,300.08,101.66,54.42,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,7.73,1.0777,0.0,0.0,21,1,0.0
2023-01-24 22:00:00,2023,1,24,22,0.0,2.38,0.0,11.28,296.17,101.65,52.89,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,7.71,1.0778,0.0,0.0,22,1,0.0
2023-01-24 23:00:00,2023,1,24,23,0.0,2.38,0.0,11.43,293.67,101.64,50.43,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,7.86,1.0771,0.0,0.0,23,1,0.0
2023-01-25 00:00:00,2023,1,25,0,0.0,2.35,0.0,11.55,296.92,101.59,47.98,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,8.02,1.0764,0.0,0.0,0,1,0.0
2023-01-25 01:00:00,2023,1,25,1,0.0,2.38,0.0,11.55,302.2,101.55,47.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,7.98,1.0766,0.0,0.0,1,1,0.0
2023-01-25 02:00:00,2023,1,25,2,0.0,2.28,0.0,11.45,302.2,101.5,46.69,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,8.03,1.0764,0.0,0.0,2,1,0.0
2023-01-25 03:00:00,2023,1,25,3,0.0,2.19,0.0,11.32,311.98,101.43,47.18,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,8.04,1.0763,0.0,0.0,3,1,0.0
2023-01-25 04:00:00,2023,1,25,4,0.0,2.04,0.0,11.16,314.55,101.38,48.27,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.076,0.0,0.0,4,1,0.0
2023-01-25 05:00:00,2023,1,25,5,0.0,1.85,0.0,11.03,316.38,101.37,50.05,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,8.25,1.0754,0.0,0.0,5,1,0.0
2023-01-25 06:00:00,2023,1,25,6,0.0,1.56,0.0,10.94,321.2,101.4,51.35,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.0738,0.0,0.0,6,1,0.0
2023-01-25 07:00:00,2023,1,25,7,4.68,1.29,5.88,10.89,316.58,101.43,52.16,6.93,0.64,4.4,1300.00104,1633.33464,1925.00154,1222.2232000000001,0.01,9.1,1.0715,11.15,0.01,7,1,0.7957830300969222
2023-01-25 08:00:00,2023,1,25,8,73.97,1.22,113.4,11.17,322.38,101.44,54.26,57.97,1.47,100.79,20547.238660000003,31500.025200000004,16102.79066,27997.244620000005,0.11,11.65,1.0601,128.06,0.11,8,1,0.6522870168693397
2023-01-25 09:00:00,2023,1,25,9,205.38,1.7,281.3,11.26,313.6,101.44,56.49,136.96,1.47,250.92,57050.045640000004,78138.9514,38044.47488,69700.05576,0.282,15.13,1.0444,333.17,0.282,9,1,0.7301076071539028
2023-01-25 10:00:00,2023,1,25,10,318.98,2.4,424.7,11.26,312.73,101.45,60.5,178.33,1.86,314.84,88605.62644000001,117972.3166,49536.150740000005,87455.62552,0.406,17.63,1.0332,485.36,0.406,10,1,0.7510695760075913
