datetime,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS10M,CLRSKY_SFC_SW_DWN,T2M,ALLSKY_SFC_LW_DWN,PS,RH2M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR,ALLSKY_SFC_SW_DNI,pv_production_kwh,CELL_TEMP_C,TEMP_DERATE,POA_IRRADIANCE
2023-02-09 05:00:00,2023,2,9,5,0.0,5.39,0.0,11.38,298.55,102.06,72.24,0.0,0.37,0.0,0.0,3.3,1.076,0.0
2023-02-09 06:00:00,2023,2,9,6,0.0,5.36,0.0,11.34,299.67,102.11,71.62,0.0,0.41,0.0,0.0,3.3,1.076,0.0
2023-02-09 07:00:00,2023,2,9,7,11.82,5.43,16.27,11.34,311.9,102.17,71.66,14.92,0.35,11.45,0.021,3.56,1.075,24.27
2023-02-09 08:00:00,2023,2,9,8,91.93,5.51,160.82,11.58,332.45,102.24,71.3,71.3,0.34,91.22,0.129,6.19,1.0658,151.43
2023-02-09 09:00:00,2023,2,9,9,205.6,5.74,340.42,11.68,339.25,102.29,70.98,159.16,0.38,143.67,0.286,9.5,1.0543,338.43
2023-02-09 10:00:00,2023,2,9,10,306.55,5.94,489.6,11.83,335.95,102.32,70.42,233.79,0.5,102.35,0.419,12.5,1.0438,501.66
2023-02-09 11:00:00,2023,2,9,11,378.55,6.41,588.6,12.03,341.17,102.34,69.86,295.42,0.66,76.55,0.519,14.24,1.0376,625.1
2023-02-09 12:00:00,2023,2,9,12,410.23,6.93,624.53,12.12,331.7,102.31,69.65,231.74,0.6,402.1,0.501,14.54,1.0366,603.63
2023-02-09 13:00:00,2023,2,9,13,362.67,7.24,599.1,12.12,344.5,102.27,69.74,242.15,0.53,221.85,0.472,12.59,1.0434,564.76
2023-02-09 14:00:00,2023,2,9,14,301.15,7.59,510.73,12.2,335.3,102.26,69.6,185.88,0.51,244.69,0.384,10.23,1.0517,456.28
2023-02-09 15:00:00,2023,2,9,15,215.27,8.13,370.7,12.25,336.5,102.25,69.82,143.18,0.67,187.22,0.285,6.78,1.0638,334.76
2023-02-09 16:00:00,2023,2,9,16,107.1,8.48,196.0,12.2,338.45,102.26,70.75,77.61,1.01,113.44,0.148,2.83,1.0776,171.87
2023-02-09 17:00:00,2023,2,9,17,20.02,8.59,33.78,11.97,338.3,102.3,72.55,20.75,1.15,22.93,0.033,-0.29,1.0885,37.34
2023-02-09 18:00:00,2023,2,9,18,0.0,9.05,0.0,11.9,325.67,102.37,73.41,0.0,1.27,0.0,0.0,-1.68,1.0934,0.0
2023-02-09 19:00:00,2023,2,9,19,0.0,9.46,0.0,11.77,319.02,102.43,75.03,0.0,1.56,0.0,0.0,-2.42,1.096,0.0
2023-02-09 20:00:00,2023,2,9,20,0.0,9.75,0.0,11.66,336.6,102.46,76.55,0.0,1.14,0.0,0.0,-2.96,1.0979,0.0
2023-02-09 21:00:00,2023,2,9,21,0.0,10.11,0.0,11.61,331.25,102.47,76.94,0.0,1.0,0.0,0.0,-3.56,1.0999,0.0
2023-02-09 22:00:00,2023,2,9,22,0.0,10.6,0.0,11.54,323.48,102.48,77.18,0.0,1.22,0.0,0.0,-4.36,1.1028,0.0
2023-02-09 23:00:00,2023,2,9,23,0.0,11.02,0.0,11.42,336.45,102.46,78.03,0.0,2.71,0.0,0.0,-5.11,1.1054,0.0
2023-02-10 00:00:00,2023,2,10,0,0.0,11.21,0.0,11.3,319.62,102.43,79.72,0.0,5.0,0.0,0.0,-5.52,1.1068,0.0
2023-02-10 01:00:00,2023,2,10,1,0.0,11.07,0.0,11.23,326.0,102.41,82.28,0.0,11.59,0.0,0.0,-5.38,1.1063,0.0
2023-02-10 02:00:00,2023,2,10,2,0.0,10.72,0.0,11.38,321.4,102.38,82.54,0.0,13.97,0.0,0.0,-4.7,1.104,0.0
2023-02-10 03:00:00,2023,2,10,3,0.0,10.55,0.0,11.45,349.23,102.35,82.73,0.0,13.98,0.0,0.0,-4.38,1.1028,0.0
2023-02-10 04:00:00,2023,2,10,4,0.0,10.54,0.0,11.6,346.95,102.35,82.99,0.0,11.6,0.0,0.0,-4.21,1.1022,0.0
2023-02-10 05:00:00,2023,2,10,5,0.0,10.89,0.0,11.91,354.48,102.38,81.33,0.0,9.54,0.0,0.0,-4.43,1.103,0.0
2023-02-10 06:00:00,2023,2,10,6,0.0,11.4,0.0,11.95,353.9,102.44,80.23,0.0,10.15,0.0,0.0,-5.15,1.1055,0.0
2023-02-10 07:00:00,2023,2,10,7,8.57,11.56,16.5,11.78,343.73,102.53,80.74,10.16,11.74,2.19,0.015,-5.29,1.106,17.05
2023-02-10 08:00:00,2023,2,10,8,90.22,11.59,154.88,11.8,332.08,102.62,79.99,74.37,11.83,51.21,0.134,-2.77,1.0972,152.29
2023-02-10 09:00:00,2023,2,10,9,195.07,11.62,328.58,11.97,335.75,102.7,77.99,154.73,11.01,117.71,0.282,0.64,1.0853,324.2
2023-02-10 10:00:00,2023,2,10,10,293.4,11.61,476.92,12.16,338.92,102.76,75.67,186.78,6.38,232.07,0.386,3.91,1.0738,449.28
2023-02-10 11:00:00,2023,2,10,11,372.92,11.55,577.38,12.24,341.17,102.81,74.16,225.78,4.32,234.8,0.479,6.57,1.0645,561.35
2023-02-10 12:00:00,2023,2,10,12,353.95,11.31,626.33,12.29,344.77,102.81,73.35,248.32,3.05,117.64,0.479,6.39,1.0651,561.19
2023-02-10 13:00:00,2023,2,10,13,305.77,10.98,608.15,12.32,336.85,102.82,72.29,173.07,2.6,278.91,0.385,5.41,1.0686,450.21
2023-02-10 14:00:00,2023,2,10,14,321.95,10.78,522.15,12.32,341.2,102.83,71.61,186.24,1.72,266.57,0.407,6.21,1.0658,477.38
2023-02-10 15:00:00,2023,2,10,15,202.5,10.57,381.02,12.3,348.98,102.85,71.15,121.95,0.97,217.24,0.263,2.77,1.0778,304.28
2023-02-10 16:00:00,2023,2,10,16,104.82,10.17,203.27,12.27,351.0,102.88,71.08,71.86,0.56,124.72,0.143,0.29,1.0865,164.79
2023-02-10 17:00:00,2023,2,10,17,17.33,9.22,35.62,12.27,350.2,102.94,71.35,16.77,0.4,28.43,0.027,-1.02,1.0911,31.33
2023-02-10 18:00:00,2023,2,10,18,0.0,8.34,0.0,12.32,342.0,103.0,71.27,0.0,0.39,0.0,0.0,-0.19,1.0882,0.0
2023-02-10 19:00:00,2023,2,10,19,0.0,7.74,0.0,12.43,330.42,103.04,71.13,0.0,0.28,0.0,0.0,0.82,1.0846,0.0
2023-02-10 20:00:00,2023,2,10,20,0.0,7.12,0.0,12.47,330.48,103.08,71.2,0.0,0.22,0.0,0.0,1.79,1.0812,0.0
2023-02-10 21:00:00,2023,2,10,21,0.0,6.54,0.0,12.5,337.05,103.11,71.08,0.0,0.16,0.0,0.0,2.69,1.0781,0.0
2023-02-10 22:00:00,2023,2,10,22,0.0,5.96,0.0,12.42,334.62,103.13,71.35,0.0,0.14,0.0,0.0,3.48,1.0753,0.0
2023-02-10 23:00:00,2023,2,10,23,0.0,5.43,0.0,12.28,331.5,103.13,72.01,0.0,0.06,0.0,0.0,4.14,1.073,0.0
2023-02-11 00:00:00,2023,2,11,0,0.0,4.97,0.0,12.09,331.25,103.13,72.68,0.0,0.06,0.0,0.0,4.64,1.0713,0.0
2023-02-11 01:00:00,2023,2,11,1,0.0,4.67,0.0,11.8,324.48,103.13,73.38,0.0,0.05,0.0,0.0,4.8,1.0707,0.0
2023-02-11 02:00:00,2023,2,11,2,0.0,4.61,0.0,11.69,321.08,103.12,73.9,0.0,0.08,0.0,0.0,4.77,1.0708,0.0
2023-02-11 03:00:00,2023,2,11,3,0.0,4.69,0.0,11.68,336.02,103.08,74.64,0.0,0.09,0.0,0.0,4.64,1.0712,0.0
2023-02-11 04:00:00,2023,2,11,4,0.0,4.83,0.0,11.62,334.42,103.06,74.69,0.0,0.09,0.0,0.0,4.37,1.0722,0.0
2023-02-11 05:00:00,2023,2,11,5,0.0,4.84,0.0,11.59,335.05,103.08,74.25,0.0,0.15,0.0,0.0,4.33,1.0723,0.0
2023-02-11 06:00:00,2023,2,11,6,0.0,4.61,0.0,11.52,339.83,103.11,73.52,0.0,0.21,0.0,0.0,4.6,1.0714,0.0
2023-02-11 07:00:00,2023,2,11,7,11.75,4.16,18.4,11.47,330.17,103.14,72.57,13.31,0.15,21.18,0.02,5.6,1.0679,22.86
2023-02-11 08:00:00,2023,2,11,8,117.3,3.66,170.07,11.72,320.1,103.18,69.74,63.64,0.07,287.34,0.144,9.9,1.0529,170.41
2023-02-11 09:00:00,2023,2,11,9,246.8,3.23,354.5,11.83,316.65,103.21,66.76,96.33,0.08,438.29,0.271,14.7,1.0361,327.19
2023-02-11 10:00:00,2023,2,11,10,371.35,2.82,508.3,11.97,314.23,103.23,64.15,142.74,0.06,505.26,0.401,19.34,1.0198,490.48
2023-02-11 11:00:00,2023,2,11,11,460.3,2.55,614.78,12.05,322.58,103.22,62.4,184.86,0.03,526.09,0.496,22.61,1.0084,614.58
2023-02-11 12:00:00,2023,2,11,12,495.8,2.61,648.28,12.07,325.7,103.18,62.06,225.38,0.03,483.08,0.55,23.65,1.0047,683.89
2023-02-11 13:00:00,2023,2,11,13,488.0,2.99,625.33,12.05,309.1,103.12,62.93,117.7,0.02,690.19,0.473,22.82,1.0076,586.23
2023-02-11 14:00:00,2023,2,11,14,441.12,3.46,538.78,12.01,318.1,103.07,64.23,188.6,0.03,512.87,0.487,20.61,1.0154,598.52
2023-02-11 15:00:00,2023,2,11,15,279.62,3.65,399.02,11.9,320.42,103.05,65.28,94.48,0.02,520.96,0.297,15.16,1.0344,358.47
2023-02-11 16:00:00,2023,2,11,16,148.0,3.51,222.07,11.7,320.65,103.04,66.5,64.79,0.03,354.64,0.17,11.06,1.0488,202.07
2023-02-11 17:00:00,2023,2,11,17,24.1,2.98,43.97,11.35,339.98,103.06,68.56,18.75,0.04,112.11,0.034,7.63,1.0608,39.75
2023-02-11 18:00:00,2023,2,11,18,0.0,2.57,0.0,11.08,347.25,103.09,68.21,0.0,0.07,0.0,0.0,7.22,1.0622,0.0
2023-02-11 19:00:00,2023,2,11,19,0.0,2.22,0.0,10.94,337.88,103.14,66.48,0.0,0.09,0.0,0.0,7.61,1.0609,0.0
2023-02-11 20:00:00,2023,2,11,20,0.0,1.91,0.0,10.81,305.75,103.17,65.42,0.0,0.18,0.0,0.0,7.94,1.0597,0.0
2023-02-11 21:00:00,2023,2,11,21,0.0,1.71,0.0,10.69,307.33,103.18,64.42,0.0,0.17,0.0,0.0,8.12,1.0591,0.0
2023-02-11 22:00:00,2023,2,11,22,0.0,1.58,0.0,10.67,314.05,103.16,63.21,0.0,0.12,0.0,0.0,8.3,1.0585,0.0
2023-02-11 23:00:00,2023,2,11,23,0.0,1.3,0.0,10.71,313.3,103.14,61.88,0.0,0.09,0.0,0.0,8.76,1.0568,0.0
2023-02-12 00:00:00,2023,2,12,0,0.0,1.0,0.0,10.84,306.75,103.12,60.44,0.0,0.08,0.0,0.0,9.34,1.0548,0.0
2023-02-12 01:00:00,2023,2,12,1,0.0,0.73,0.0,10.95,296.7,103.09,59.36,0.0,0.06,0.0,0.0,9.85,1.053,0.0
2023-02-12 02:00:00,2023,2,12,2,0.0,0.52,0.0,11.02,296.6,103.07,58.31,0.0,0.04,0.0,0.0,10.24,1.0517,0.0
2023-02-12 03:00:00,2023,2,12,3,0.0,0.4,0.0,11.08,301.75,103.03,57.31,0.0,0.03,0.0,0.0,10.48,1.0508,0.0
2023-02-12 04:00:00,2023,2,12,4,0.0,0.58,0.0,11.15,309.33,103.02,56.79,0.0,0.06,0.0,0.0,10.28,1.0515,0.0
2023-02-12 05:00:00,2023,2,12,5,0.0,0.98,0.0,11.23,301.58,103.03,56.5,0.0,0.04,0.0,0.0,9.76,1.0533,0.0
2023-02-12 06:00:00,2023,2,12,6,0.0,1.43,0.0,11.33,299.55,103.05,56.87,0.0,0.05,0.0,0.0,9.18,1.0554,0.0
2023-02-12 07:00:00,2023,2,12,7,19.88,1.78,24.12,11.45,296.98,103.07,57.77,17.14,0.06,119.94,0.029,9.4,1.0546,34.18
2023-02-12 08:00:00,2023,2,12,8,158.75,1.99,192.02,11.75,297.3,103.09,58.2,57.61,0.07,507.63,0.172,13.73,1.0395,206.83
2023-02-12 09:00:00,2023,2,12,9,320.58,2.06,378.58,12.0,295.73,103.1,56.31,86.39,0.04,641.58,0.321,18.93,1.0213,392.68
2023-02-12 10:00:00,2023,2,12,10,470.17,2.06,530.55,12.11,294.38,103.11,55.56,118.75,0.01,708.9,0.458,23.71,1.0045,569.27
2023-02-12 11:00:00,2023,2,12,11,564.1,2.22,630.67,12.11,298.45,103.11,55.68,148.51,0.0,729.77,0.548,26.41,0.9951,688.04
2023-02-12 12:00:00,2023,2,12,12,579.97,2.5,664.7,12.06,302.55,103.07,56.43,160.71,0.0,720.99,0.569,26.43,0.995,714.09
2023-02-12 13:00:00,2023,2,12,13,573.45,2.84,640.75,11.98,285.38,103.01,57.63,87.82,0.0,837.11,0.517,25.64,0.9978,646.74
2023-02-12 14:00:00,2023,2,12,14,515.5,3.16,552.97,11.86,289.5,102.99,59.14,124.59,0.0,764.25,0.499,23.23,1.0062,619.48
2023-02-12 15:00:00,2023,2,12,15,377.98,3.4,411.17,11.69,289.73,102.98,60.76,105.47,0.0,687.42,0.382,18.4,1.0231,466.0
2023-02-12 16:00:00,2023,2,12,16,205.75,3.31,230.05,11.58,291.45,102.98,62.17,75.98,0.0,513.24,0.225,13.04,1.0418,269.16
2023-02-12 17:00:00,2023,2,12,17,41.53,2.86,46.53,11.26,291.3,102.98,64.49,29.94,0.0,165.65,0.056,8.27,1.0586,66.52
2023-02-12 18:00:00,2023,2,12,18,0.0,2.52,0.0,11.23,290.2,103.01,63.65,0.0,0.0,0.0,0.0,7.45,1.0614,0.0
2023-02-12 19:00:00,2023,2,12,19,0.0,2.23,0.0,11.39,300.73,103.04,62.5,0.0,0.0,0.0,0.0,8.05,1.0593,0.0
2023-02-12 20:00:00,2023,2,12,20,0.0,2.0,0.0,11.57,285.75,103.07,61.54,0.0,0.0,0.0,0.0,8.57,1.0575,0.0
2023-02-12 21:00:00,2023,2,12,21,0.0,1.89,0.0,11.79,295.52,103.09,60.66,0.0,0.0,0.0,0.0,8.95,1.0562,0.0
2023-02-12 22:00:00,2023,2,12,22,0.0,1.95,0.0,11.86,313.58,103.1,60.86,0.0,0.0,0.0,0.0,8.93,1.0562,0.0
2023-02-12 23:00:00,2023,2,12,23,0.0,2.17,0.0,11.92,316.23,103.09,61.45,0.0,0.0,0.0,0.0,8.66,1.0572,0.0
2023-02-13 00:00:00,2023,2,13,0,0.0,2.52,0.0,11.98,312.27,103.08,62.84,0.0,0.0,0.0,0.0,8.2,1.0588,0.0
2023-02-13 01:00:00,2023,2,13,1,0.0,2.92,0.0,12.07,314.27,103.07,64.22,0.0,0.0,0.0,0.0,7.69,1.0606,0.0
2023-02-13 02:00:00,2023,2,13,2,0.0,3.34,0.0,12.14,305.85,103.06,65.77,0.0,0.0,0.0,0.0,7.13,1.0625,0.0
2023-02-13 03:00:00,2023,2,13,3,0.0,3.71,0.0,12.19,297.98,103.04,67.16,0.0,0.0,0.0,0.0,6.62,1.0643,0.0
2023-02-13 04:00:00,2023,2,13,4,0.0,4.11,0.0,12.29,297.83,103.02,68.44,0.0,0.0,0.0,0.0,6.12,1.0661,0.0
2023-02-13 05:00:00,2023,2,13,5,0.0,4.6,0.0,12.35,289.98,103.04,70.01,0.0,0.0,0.0,0.0,5.45,1.0684,0.0
2023-02-13 06:00:00,2023,2,13,6,0.0,5.02,0.0,12.33,291.92,103.07,72.42,0.0,0.0,0.0,0.0,4.8,1.0707,0.0
2023-02-13 07:00:00,2023,2,13,7,21.9,5.25,23.73,12.44,295.52,103.11,74.43,18.91,0.0,86.13,0.032,5.25,1.0691,37.68
2023-02-13 08:00:00,2023,2,13,8,159.25,5.27,186.45,13.1,311.05,103.14,73.7,70.76,0.0,397.7,0.184,10.17,1.0519,218.3
2023-02-13 09:00:00,2023,2,13,9,322.05,5.24,368.95,13.36,313.12,103.17,73.02,120.17,0.04,567.42,0.349,15.56,1.033,422.34
2023-02-13 10:00:00,2023,2,13,10,459.9,5.07,519.33,13.59,316.15,103.17,72.35,163.44,0.07,623.43,0.485,20.36,1.0163,596.3
2023-02-13 11:00:00,2023,2,13,11,558.65,4.94,618.6,13.88,312.5,103.16,71.3,143.17,0.1,749.06,0.545,23.93,1.0038,678.13
2023-02-13 12:00:00,2023,2,13,12,608.6,4.97,654.17,14.09,305.88,103.1,71.02,144.99,0.18,753.79,0.583,25.65,0.9977,729.6
2023-02-13 13:00:00,2023,2,13,13,586.62,5.05,629.78,14.23,312.6,103.04,70.94,150.3,0.22,739.67,0.57,24.99,1.0,712.06
2023-02-13 14:00:00,2023,2,13,14,494.15,5.08,543.08,14.33,317.38,103.01,70.86,160.27,0.4,642.78,0.508,22.15,1.01,627.91
2023-02-13 15:00:00,2023,2,13,15,331.23,4.99,403.25,14.4,317.98,102.99,70.93,87.14,0.29,625.26,0.332,17.27,1.0271,403.95
2023-02-13 16:00:00,2023,2,13,16,179.98,4.71,226.2,14.33,317.75,103.0,71.66,65.35,0.34,458.65,0.196,12.89,1.0424,234.52
2023-02-13 17:00:00,2023,2,13,17,36.05,4.15,47.62,13.93,324.02,103.01,74.48,25.05,0.44,139.33,0.048,8.83,1.0566,56.96
2023-02-13 18:00:00,2023,2,13,18,0.0,3.89,0.0,13.74,330.38,103.05,75.64,0.0,0.69,0.0,0.0,7.9,1.0598,0.0
2023-02-13 19:00:00,2023,2,13,19,0.0,3.99,0.0,13.77,338.4,103.08,75.41,0.0,0.83,0.0,0.0,7.78,1.0603,0.0
2023-02-13 20:00:00,2023,2,13,20,0.0,4.49,0.0,13.81,341.25,103.11,74.3,0.0,0.66,0.0,0.0,7.08,1.0627,0.0
2023-02-13 21:00:00,2023,2,13,21,0.0,5.05,0.0,13.72,322.7,103.14,73.29,0.0,0.46,0.0,0.0,6.15,1.066,0.0
2023-02-13 22:00:00,2023,2,13,22,0.0,5.19,0.0,13.54,312.83,103.14,72.47,0.0,0.28,0.0,0.0,5.75,1.0674,0.0
2023-02-13 23:00:00,2023,2,13,23,0.0,4.86,0.0,13.34,304.83,103.16,71.82,0.0,0.19,0.0,0.0,6.05,1.0663,0.0
2023-02-14 00:00:00,2023,2,14,0,0.0,4.33,0.0,13.19,304.8,103.17,71.34,0.0,0.14,0.0,0.0,6.69,1.0641,0.0
2023-02-14 01:00:00,2023,2,14,1,0.0,3.81,0.0,13.06,297.12,103.18,70.97,0.0,0.14,0.0,0.0,7.35,1.0618,0.0
2023-02-14 02:00:00,2023,2,14,2,0.0,3.38,0.0,12.92,303.58,103.17,70.84,0.0,0.13,0.0,0.0,7.85,1.06,0.0
2023-02-14 03:00:00,2023,2,14,3,0.0,3.09,0.0,12.76,302.38,103.14,71.12,0.0,0.11,0.0,0.0,8.12,1.0591,0.0
2023-02-14 04:00:00,2023,2,14,4,0.0,2.93,0.0,12.66,312.35,103.14,71.59,0.0,0.09,0.0,0.0,8.26,1.0586,0.0
2023-02-14 05:00:00,2023,2,14,5,0.0,2.87,0.0,12.59,316.45,103.15,72.15,0.0,0.05,0.0,0.0,8.28,1.0585,0.0
2023-02-14 06:00:00,2023,2,14,6,0.0,2.85,0.0,12.52,318.77,103.16,72.72,0.0,0.03,0.0,0.0,8.24,1.0586,0.0
2023-02-14 07:00:00,2023,2,14,7,21.83,2.93,27.75,12.57,308.95,103.18,73.18,18.0,0.02,145.57,0.031,8.86,1.0565,36.85
2023-02-14 08:00:00,2023,2,14,8,167.32,3.18,198.75,13.05,304.2,103.21,72.35,53.88,0.04,509.8,0.177,13.51,1.0402,212.29
2023-02-14 09:00:00,2023,2,14,9,336.58,3.44,383.95,13.57,302.98,103.21,69.51,71.21,0.02,726.59,0.324,18.93,1.0213,396.01
2023-02-14 10:00:00,2023,2,14,10,501.95,3.39,535.03,13.94,300.6,103.21,66.62,101.5,0.01,801.96,0.471,24.54,1.0016,586.66
2023-02-14 11:00:00,2023,2,14,11,595.62,2.9,634.78,14.04,304.05,103.22,64.14,139.81,0.0,753.61,0.564,28.3,0.9884,712.3
2023-02-14 12:00:00,2023,2,14,12,613.45,2.07,668.05,13.98,302.7,103.18,61.27,138.88,0.0,765.22,0.574,30.05,0.9823,729.35
2023-02-14 13:00:00,2023,2,14,13,563.78,1.47,643.08,13.81,315.42,103.12,59.21,168.06,0.0,656.59,0.555,29.22,0.9852,704.04
2023-02-14 14:00:00,2023,2,14,14,495.62,1.77,554.55,13.63,302.5,103.06,59.66,149.77,0.0,657.13,0.494,26.46,0.9949,620.61
2023-02-14 15:00:00,2023,2,14,15,363.62,2.48,410.25,13.43,301.73,103.02,61.59,118.0,0.0,588.91,0.375,21.07,1.0137,462.1
2023-02-14 16:00:00,2023,2,14,16,199.07,2.9,226.95,13.15,301.02,102.99,64.12,81.75,0.0,443.16,0.222,15.02,1.0349,267.3
2023-02-14 17:00:00,2023,2,14,17,42.72,2.99,46.25,12.58,292.48,102.98,68.81,32.06,0.0,126.22,0.059,9.43,1.0545,69.48
2023-02-14 18:00:00,2023,2,14,18,0.0,3.0,0.0,12.21,284.88,103.0,70.4,0.0,0.0,0.0,0.0,7.71,1.0605,0.0
2023-02-14 19:00:00,2023,2,14,19,0.0,2.96,0.0,12.07,282.62,103.02,71.3,0.0,0.0,0.0,0.0,7.63,1.0608,0.0
2023-02-14 20:00:00,2023,2,14,20,0.0,3.0,0.0,11.97,285.77,103.03,72.25,0.0,0.0,0.0,0.0,7.47,1.0614,0.0
2023-02-14 21:00:00,2023,2,14,21,0.0,2.99,0.0,11.88,285.25,103.01,73.14,0.0,0.0,0.0,0.0,7.4,1.0616,0.0
2023-02-14 22:00:00,2023,2,14,22,0.0,3.07,0.0,11.86,284.48,102.97,73.8,0.0,0.0,0.0,0.0,7.26,1.0621,0.0
2023-02-14 23:00:00,2023,2,14,23,0.0,3.28,0.0,11.89,284.48,102.92,74.33,0.0,0.0,0.0,0.0,6.97,1.0631,0.0
2023-02-15 00:00:00,2023,2,15,0,0.0,3.46,0.0,11.86,283.92,102.86,74.9,0.0,0.0,0.0,0.0,6.67,1.0642,0.0
2023-02-15 01:00:00,2023,2,15,1,0.0,3.6,0.0,11.81,280.4,102.83,75.48,0.0,0.0,0.0,0.0,6.41,1.0651,0.0
2023-02-15 02:00:00,2023,2,15,2,0.0,3.73,0.0,11.72,284.58,102.8,76.15,0.0,0.0,0.0,0.0,6.13,1.0661,0.0
2023-02-15 03:00:00,2023,2,15,3,0.0,3.76,0.0,11.62,283.38,102.77,76.27,0.0,0.0,0.0,0.0,5.98,1.0666,0.0
2023-02-15 04:00:00,2023,2,15,4,0.0,3.54,0.0,11.59,283.55,102.76,75.46,0.0,0.0,0.0,0.0,6.28,1.0655,0.0
2023-02-15 05:00:00,2023,2,15,5,0.0,3.17,0.0,11.64,284.02,102.77,73.77,0.0,0.0,0.0,0.0,6.89,1.0634,0.0
2023-02-15 06:00:00,2023,2,15,6,0.0,2.86,0.0,11.7,283.17,102.78,72.06,0.0,0.0,0.0,0.0,7.41,1.0616,0.0
2023-02-15 07:00:00,2023,2,15,7,28.42,2.72,29.7,11.84,278.83,102.81,70.82,17.98,0.0,190.7,0.037,8.65,1.0572,43.43
2023-02-15 08:00:00,2023,2,15,8,192.7,2.68,204.07,12.42,286.15,102.82,68.18,55.15,0.0,603.83,0.198,14.42,1.037,238.73
2023-02-15 09:00:00,2023,2,15,9,378.92,2.53,391.65,12.89,284.83,102.82,65.56,84.59,0.0,747.27,0.365,20.94,1.0142,449.52
2023-02-15 10:00:00,2023,2,15,10,538.38,2.27,544.5,13.45,282.05,102.84,62.58,91.88,0.0,861.89,0.489,26.87,0.9935,615.06
2023-02-15 11:00:00,2023,2,15,11,599.9,1.72,600.7,13.68,278.83,102.87,60.4,133.11,0.0,759.53,0.56,29.85,0.983,710.99
2023-02-15 12:00:00,2023,2,15,12,665.7,1.1,667.53,13.77,277.7,102.84,58.16,107.64,0.0,871.58,0.588,32.92,0.9723,755.53
2023-02-15 13:00:00,2023,2,15,13,648.8,1.12,658.42,13.81,283.85,102.78,57.87,101.65,0.0,895.88,0.572,32.4,0.9741,733.63
2023-02-15 14:00:00,2023,2,15,14,556.67,1.88,557.55,13.81,277.92,102.73,59.81,90.93,0.0,853.33,0.501,28.39,0.9881,632.56
2023-02-15 15:00:00,2023,2,15,15,413.08,2.6,428.8,13.74,282.8,102.7,62.57,71.02,0.0,819.93,0.381,22.75,1.0079,472.35
2023-02-15 16:00:00,2023,2,15,16,235.85,3.04,247.02,13.57,283.27,102.69,65.79,55.42,0.0,686.12,0.233,16.38,1.0302,282.1
2023-02-15 17:00:00,2023,2,15,17,54.03,3.52,57.85,13.03,284.6,102.7,70.67,26.6,0.0,252.55,0.064,9.44,1.0545,76.23
2023-02-15 18:00:00,2023,2,15,18,0.0,3.96,0.0,12.71,285.05,102.72,72.96,0.0,0.0,0.0,0.0,6.77,1.0638,0.0
2023-02-15 19:00:00,2023,2,15,19,0.0,4.22,0.0,12.63,286.35,102.73,74.14,0.0,0.0,0.0,0.0,6.3,1.0654,0.0
2023-02-15 20:00:00,2023,2,15,20,0.0,4.49,0.0,12.59,285.4,102.75,75.47,0.0,0.0,0.0,0.0,5.86,1.067,0.0
2023-02-15 21:00:00,2023,2,15,21,0.0,4.78,0.0,12.51,286.85,102.76,76.67,0.0,0.0,0.0,0.0,5.34,1.0688,0.0
2023-02-15 22:00:00,2023,2,15,22,0.0,4.95,0.0,12.41,286.6,102.76,77.51,0.0,0.0,0.0,0.0,4.98,1.0701,0.0
2023-02-15 23:00:00,2023,2,15,23,0.0,4.92,0.0,12.28,284.45,102.76,77.6,0.0,0.0,0.0,0.0,4.9,1.0704,0.0
2023-02-16 00:00:00,2023,2,16,0,0.0,4.87,0.0,12.11,284.23,102.74,77.3,0.0,0.0,0.0,0.0,4.8,1.0707,0.0
2023-02-16 01:00:00,2023,2,16,1,0.0,4.66,0.0,11.97,281.02,102.71,76.24,0.0,0.0,0.0,0.0,4.98,1.0701,0.0
2023-02-16 02:00:00,2023,2,16,2,0.0,4.36,0.0,11.85,288.15,102.66,74.57,0.0,0.0,0.0,0.0,5.31,1.0689,0.0
2023-02-16 03:00:00,2023,2,16,3,0.0,4.13,0.0,11.77,290.23,102.62,73.16,0.0,0.0,0.0,0.0,5.57,1.068,0.0
2023-02-16 04:00:00,2023,2,16,4,0.0,3.95,0.0,11.72,291.15,102.62,72.57,0.0,0.0,0.0,0.0,5.8,1.0672,0.0
2023-02-16 05:00:00,2023,2,16,5,0.0,3.94,0.0,11.68,290.27,102.63,73.13,0.0,0.0,0.0,0.0,5.77,1.0673,0.0
2023-02-16 06:00:00,2023,2,16,6,0.0,4.14,0.0,11.72,294.3,102.66,74.5,0.0,0.0,0.0,0.0,5.51,1.0682,0.0
2023-02-16 07:00:00,2023,2,16,7,21.92,4.44,29.2,11.9,310.33,102.7,76.0,24.86,0.0,34.76,0.036,5.93,1.0668,42.67
2023-02-16 08:00:00,2023,2,16,8,130.1,4.73,201.38,12.42,317.48,102.75,75.86,111.65,0.0,72.66,0.189,9.39,1.0546,223.28
2023-02-16 09:00:00,2023,2,16,9,254.73,4.81,387.23,12.99,320.05,102.79,74.42,212.98,0.0,75.69,0.36,13.74,1.0394,432.48
2023-02-16 10:00:00,2023,2,16,10,364.95,4.72,538.1,13.64,324.05,102.81,71.87,307.58,0.0,61.14,0.51,17.96,1.0246,621.65
