datetime,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS10M,CLRSKY_SFC_SW_DWN,T2M,ALLSKY_SFC_LW_DWN,PS,RH2M,ALLSKY_SFC_SW_DIFF,PRECTOTCORR,ALLSKY_SFC_SW_DNI,CELL_TEMP_C,TEMP_DERATE,POA_IRRADIANCE,pv_production_kwh
2023-07-09 21:00:00,2023,7,9,21,0.0,2.4,0.0,26.16,425.08,101.63,89.48,0.0,3.4,0.0,22.56,1.011,0.0,0.0
2023-07-09 22:00:00,2023,7,9,22,0.0,1.95,0.0,26.51,418.3,101.66,89.15,0.0,6.11,0.0,23.58,1.0064,0.0,0.0
2023-07-09 23:00:00,2023,7,9,23,0.0,3.59,0.0,26.99,411.45,101.73,87.41,0.0,3.6,0.0,21.6,1.0153,0.0,0.0
2023-07-10 00:00:00,2023,7,10,0,0.0,4.73,0.0,27.47,416.65,101.78,82.1,0.0,4.05,0.0,20.38,1.0208,0.0,0.0
2023-07-10 01:00:00,2023,7,10,1,0.0,5.1,0.0,27.74,415.0,101.72,77.2,0.0,0.71,0.0,20.09,1.0221,0.0,0.0
2023-07-10 02:00:00,2023,7,10,2,0.0,5.07,0.0,27.69,415.33,101.65,75.13,0.0,0.04,0.0,20.08,1.0221,0.0,0.0
2023-07-10 03:00:00,2023,7,10,3,0.0,4.14,0.0,27.48,412.42,101.6,75.94,0.0,0.01,0.0,21.27,1.0168,0.0,0.0
2023-07-10 04:00:00,2023,7,10,4,0.0,3.19,0.0,27.18,418.75,101.6,77.81,0.0,0.0,0.0,22.4,1.0117,0.0,0.0
2023-07-10 05:00:00,2023,7,10,5,17.05,2.64,18.12,26.79,415.33,101.61,78.95,19.6,0.0,0.0,23.36,1.0074,35.34,0.189
2023-07-10 06:00:00,2023,7,10,6,106.15,2.21,130.0,26.5,414.98,101.64,82.0,94.43,0.07,31.07,26.5,0.9932,194.25,1.024
2023-07-10 07:00:00,2023,7,10,7,253.98,1.42,304.52,26.29,413.08,101.68,85.11,185.57,0.16,153.01,32.1,0.9681,427.12,2.195
2023-07-10 08:00:00,2023,7,10,8,421.58,1.99,492.48,26.39,416.33,101.7,86.43,236.23,0.39,303.19,36.58,0.9479,641.99,3.23
2023-07-10 09:00:00,2023,7,10,9,608.05,3.57,663.92,26.75,416.55,101.71,84.58,328.76,0.2,306.88,40.4,0.9307,914.79,4.519
2023-07-10 10:00:00,2023,7,10,10,761.6,4.4,798.83,27.17,412.45,101.71,81.68,375.49,0.06,426.15,44.37,0.9128,1111.94,5.387
2023-07-10 11:00:00,2023,7,10,11,865.17,4.62,884.67,27.67,406.9,101.7,77.94,311.88,0.01,592.65,47.78,0.8975,1156.16,5.467
2023-07-10 12:00:00,2023,7,10,12,912.92,4.66,930.75,28.13,404.77,101.67,74.63,295.76,0.01,602.54,49.67,0.889,1188.87,5.467
2023-07-10 13:00:00,2023,7,10,13,853.42,4.75,854.53,28.4,402.33,101.63,72.41,319.79,0.0,512.91,47.94,0.8968,1151.79,5.467
2023-07-10 14:00:00,2023,7,10,14,805.0,5.06,818.97,28.43,402.98,101.62,71.61,254.7,0.0,630.17,46.0,0.9055,1042.64,5.011
2023-07-10 15:00:00,2023,7,10,15,676.25,5.33,685.6,28.29,399.27,101.59,71.51,194.64,0.0,624.37,41.43,0.9261,857.85,4.217
2023-07-10 16:00:00,2023,7,10,16,500.23,5.49,514.7,28.28,402.35,101.55,70.86,191.7,0.0,490.95,35.68,0.952,679.09,3.431
2023-07-10 17:00:00,2023,7,10,17,311.65,5.6,323.52,28.21,401.55,101.51,71.29,148.73,0.0,373.49,29.55,0.9795,450.42,2.342
2023-07-10 18:00:00,2023,7,10,18,131.48,5.63,138.32,27.81,401.1,101.49,74.7,85.92,0.0,184.82,23.47,1.0069,211.64,1.131
2023-07-10 19:00:00,2023,7,10,19,14.9,5.72,15.12,27.25,398.35,101.48,78.95,17.51,0.0,4.1,19.14,1.0264,31.24,0.17
2023-07-10 20:00:00,2023,7,10,20,0.0,5.89,0.0,27.08,394.65,101.5,80.29,0.0,0.01,0.0,18.24,1.0304,0.0,0.0
2023-07-10 21:00:00,2023,7,10,21,0.0,5.97,0.0,27.0,389.17,101.51,80.91,0.0,0.05,0.0,18.05,1.0313,0.0,0.0
2023-07-10 22:00:00,2023,7,10,22,0.0,5.78,0.0,26.85,388.83,101.52,81.85,0.0,0.01,0.0,18.18,1.0307,0.0,0.0
2023-07-10 23:00:00,2023,7,10,23,0.0,5.42,0.0,26.67,388.8,101.5,82.98,0.0,0.0,0.0,18.54,1.0291,0.0,0.0
2023-07-11 00:00:00,2023,7,11,0,0.0,5.02,0.0,26.52,389.5,101.46,84.1,0.0,0.0,0.0,18.99,1.027,0.0,0.0
2023-07-11 01:00:00,2023,7,11,1,0.0,4.57,0.0,26.45,390.73,101.43,85.16,0.0,0.05,0.0,19.6,1.0243,0.0,0.0
2023-07-11 02:00:00,2023,7,11,2,0.0,4.25,0.0,26.42,386.98,101.4,85.98,0.0,0.06,0.0,20.05,1.0223,0.0,0.0
2023-07-11 03:00:00,2023,7,11,3,0.0,4.17,0.0,26.45,395.48,101.38,86.18,0.0,0.08,0.0,20.2,1.0216,0.0,0.0
2023-07-11 04:00:00,2023,7,11,4,0.0,4.28,0.0,26.41,401.23,101.37,86.93,0.0,0.05,0.0,19.99,1.0225,0.0,0.0
2023-07-11 05:00:00,2023,7,11,5,17.9,4.5,19.58,26.34,402.1,101.38,88.09,19.98,0.03,2.88,20.15,1.0218,36.54,0.198
2023-07-11 06:00:00,2023,7,11,6,124.93,4.59,148.25,26.57,407.73,101.41,87.8,89.8,0.04,149.05,23.59,1.0063,208.71,1.115
2023-07-11 07:00:00,2023,7,11,7,280.55,4.46,334.27,26.93,409.92,101.44,85.58,138.29,0.03,330.4,29.01,0.982,409.58,2.135
2023-07-11 08:00:00,2023,7,11,8,489.1,4.24,525.3,27.57,407.85,101.44,82.0,197.71,0.03,447.21,36.49,0.9483,673.57,3.39
2023-07-11 09:00:00,2023,7,11,9,646.33,3.62,696.3,28.56,423.3,101.45,75.65,307.47,0.03,421.27,43.33,0.9175,933.2,4.545
2023-07-11 10:00:00,2023,7,11,10,802.8,2.7,829.33,29.31,410.9,101.44,71.06,275.59,0.04,588.75,50.35,0.8859,1059.93,4.984
2023-07-11 11:00:00,2023,7,11,11,901.15,2.17,912.67,29.7,404.83,101.42,69.2,253.34,0.02,690.5,54.61,0.8668,1137.52,5.233
2023-07-11 12:00:00,2023,7,11,12,928.65,2.08,944.42,29.9,406.02,101.38,68.31,234.98,0.03,703.91,55.8,0.8614,1147.89,5.248
2023-07-11 13:00:00,2023,7,11,13,874.83,2.24,876.65,29.94,404.55,101.35,68.18,291.39,0.05,574.46,53.92,0.8699,1146.7,5.294
2023-07-11 14:00:00,2023,7,11,14,814.35,2.76,828.95,29.84,404.73,101.32,68.13,227.24,0.04,662.18,51.15,0.8823,1026.37,4.807
2023-07-11 15:00:00,2023,7,11,15,682.1,3.47,693.88,29.55,401.75,101.3,69.03,200.08,0.04,622.96,45.66,0.907,868.78,4.182
2023-07-11 16:00:00,2023,7,11,16,506.15,3.93,520.95,29.18,400.7,101.28,71.21,172.12,0.04,545.86,39.1,0.9365,666.74,3.314
2023-07-11 17:00:00,2023,7,11,17,318.5,4.27,328.15,28.81,397.85,101.25,73.66,138.59,0.04,432.85,32.36,0.9669,447.81,2.298
2023-07-11 18:00:00,2023,7,11,18,136.4,4.5,140.95,28.42,395.6,101.26,76.91,80.77,0.01,230.17,25.93,0.9958,211.76,1.119
2023-07-11 19:00:00,2023,7,11,19,15.23,4.55,15.18,28.09,392.75,101.27,79.41,16.64,0.01,5.85,21.74,1.0147,30.76,0.166
2023-07-11 20:00:00,2023,7,11,20,0.0,4.12,0.0,28.39,390.4,101.29,76.82,0.0,0.0,0.0,22.21,1.0126,0.0,0.0
2023-07-11 21:00:00,2023,7,11,21,0.0,3.76,0.0,28.65,392.12,101.31,75.03,0.0,0.0,0.0,23.01,1.009,0.0,0.0
2023-07-11 22:00:00,2023,7,11,22,0.0,3.8,0.0,28.65,394.0,101.3,74.38,0.0,0.0,0.0,22.95,1.0092,0.0,0.0
2023-07-11 23:00:00,2023,7,11,23,0.0,3.84,0.0,28.54,394.6,101.28,74.76,0.0,0.0,0.0,22.78,1.01,0.0,0.0
2023-07-12 00:00:00,2023,7,12,0,0.0,3.8,0.0,28.42,398.25,101.24,75.21,0.0,0.0,0.0,22.72,1.0103,0.0,0.0
2023-07-12 01:00:00,2023,7,12,1,0.0,3.68,0.0,28.28,390.75,101.19,75.58,0.0,0.0,0.0,22.76,1.0101,0.0,0.0
2023-07-12 02:00:00,2023,7,12,2,0.0,3.44,0.0,28.17,390.25,101.17,75.55,0.0,0.0,0.0,23.01,1.009,0.0,0.0
2023-07-12 03:00:00,2023,7,12,3,0.0,3.14,0.0,28.09,389.88,101.15,74.84,0.0,0.0,0.0,23.38,1.0073,0.0,0.0
2023-07-12 04:00:00,2023,7,12,4,0.0,2.89,0.0,28.1,389.17,101.16,73.34,0.0,0.0,0.0,23.76,1.0056,0.0,0.0
2023-07-12 05:00:00,2023,7,12,5,19.23,3.04,19.17,28.14,388.92,101.19,70.89,19.65,0.0,5.65,24.18,1.0037,37.56,0.2
2023-07-12 06:00:00,2023,7,12,6,147.45,3.54,148.68,28.41,390.35,101.21,68.16,89.34,0.0,219.22,27.71,0.9878,230.81,1.21
2023-07-12 07:00:00,2023,7,12,7,330.1,3.78,335.73,28.86,392.05,101.23,63.85,152.65,0.0,406.87,33.51,0.9617,472.52,2.412
2023-07-12 08:00:00,2023,7,12,8,470.55,3.53,505.92,29.44,405.65,101.25,63.23,193.59,0.0,432.77,38.85,0.9377,651.17,3.241
2023-07-12 09:00:00,2023,7,12,9,662.12,2.91,699.75,30.44,419.25,101.25,61.24,270.24,0.0,472.74,46.77,0.9021,914.26,4.377
2023-07-12 10:00:00,2023,7,12,10,800.8,2.63,834.47,31.51,423.27,101.24,56.34,334.22,0.0,508.55,52.59,0.8758,1112.63,5.172
2023-07-12 11:00:00,2023,7,12,11,905.4,2.35,920.15,32.6,412.85,101.2,50.16,253.47,0.0,683.57,57.37,0.8543,1141.89,5.178
2023-07-12 12:00:00,2023,7,12,12,940.17,2.12,960.97,33.66,415.33,101.15,44.22,221.79,0.0,749.06,59.86,0.8431,1147.1,5.133
2023-07-12 13:00:00,2023,7,12,13,921.78,1.98,930.12,34.43,408.55,101.1,40.29,186.77,0.0,768.79,60.27,0.8413,1096.04,4.894
2023-07-12 14:00:00,2023,7,12,14,822.75,1.91,842.67,34.94,418.33,101.07,37.81,222.71,0.0,692.88,57.79,0.8525,1030.54,4.663
2023-07-12 15:00:00,2023,7,12,15,688.33,2.02,705.25,35.07,419.45,101.04,37.28,198.73,0.0,644.54,53.55,0.8715,873.75,4.042
2023-07-12 16:00:00,2023,7,12,16,491.42,2.25,529.85,34.98,433.3,101.01,37.91,208.15,0.0,466.56,46.96,0.9012,685.63,3.279
2023-07-12 17:00:00,2023,7,12,17,314.52,2.66,333.65,34.62,425.6,100.99,40.08,165.21,0.0,350.35,40.46,0.9304,468.66,2.314
2023-07-12 18:00:00,2023,7,12,18,136.07,3.39,142.75,33.64,417.77,100.99,47.25,98.67,0.0,215.64,32.81,0.9649,228.13,1.168
2023-07-12 19:00:00,2023,7,12,19,14.93,4.45,14.9,32.5,404.73,101.0,52.79,16.76,0.0,5.16,26.29,0.9942,30.57,0.161
2023-07-12 20:00:00,2023,7,12,20,0.0,5.31,0.0,31.96,402.85,101.04,54.95,0.0,0.0,0.0,24.0,1.0045,0.0,0.0
2023-07-12 21:00:00,2023,7,12,21,0.0,5.86,0.0,31.4,400.9,101.08,56.95,0.0,0.0,0.0,22.61,1.0108,0.0,0.0
2023-07-12 22:00:00,2023,7,12,22,0.0,6.49,0.0,30.78,400.95,101.1,58.9,0.0,0.0,0.0,21.04,1.0178,0.0,0.0
2023-07-12 23:00:00,2023,7,12,23,0.0,7.1,0.0,30.24,399.75,101.12,60.13,0.0,0.0,0.0,19.59,1.0243,0.0,0.0
2023-07-13 00:00:00,2023,7,13,0,0.0,7.43,0.0,29.68,397.4,101.1,61.39,0.0,0.0,0.0,18.54,1.0291,0.0,0.0
2023-07-13 01:00:00,2023,7,13,1,0.0,7.35,0.0,29.05,391.42,101.06,63.72,0.0,0.0,0.0,18.03,1.0314,0.0,0.0
2023-07-13 02:00:00,2023,7,13,2,0.0,7.2,0.0,28.39,395.6,101.04,66.6,0.0,0.0,0.0,17.59,1.0333,0.0,0.0
2023-07-13 03:00:00,2023,7,13,3,0.0,6.87,0.0,27.82,390.52,101.05,69.62,0.0,0.0,0.0,17.52,1.0337,0.0,0.0
2023-07-13 04:00:00,2023,7,13,4,0.0,6.51,0.0,27.31,390.23,101.08,71.83,0.0,0.0,0.0,17.54,1.0335,0.0,0.0
2023-07-13 05:00:00,2023,7,13,5,18.7,6.07,18.62,27.02,390.23,101.11,72.6,19.46,0.0,7.17,18.5,1.0293,36.86,0.201
2023-07-13 06:00:00,2023,7,13,6,146.7,5.62,149.0,27.33,392.85,101.15,70.4,87.18,0.0,230.02,23.48,1.0068,228.04,1.219
2023-07-13 07:00:00,2023,7,13,7,324.45,4.91,335.2,28.15,398.88,101.18,66.29,151.72,0.0,400.21,30.92,0.9733,466.01,2.407
2023-07-13 08:00:00,2023,7,13,8,508.17,4.27,525.12,29.48,406.6,101.19,61.27,190.11,0.0,506.07,38.96,0.9372,685.55,3.41
2023-07-13 09:00:00,2023,7,13,9,665.72,2.99,692.55,30.52,416.52,101.19,61.47,231.56,0.0,548.12,46.84,0.9017,881.77,4.22
2023-07-13 10:00:00,2023,7,13,10,803.22,2.12,822.65,31.31,417.15,101.19,60.06,242.86,0.0,617.18,53.23,0.873,1029.81,4.771
2023-07-13 11:00:00,2023,7,13,11,891.45,1.61,902.88,31.56,415.75,101.18,59.48,274.6,0.0,650.95,57.0,0.856,1147.66,5.214
2023-07-13 12:00:00,2023,7,13,12,876.65,2.56,877.2,31.29,412.52,101.18,59.84,277.7,0.0,532.84,54.85,0.8657,1135.75,5.219
2023-07-13 13:00:00,2023,7,13,13,887.0,4.0,908.85,30.71,423.83,101.19,64.84,267.1,0.01,638.34,52.43,0.8766,1136.21,5.286
2023-07-13 14:00:00,2023,7,13,14,800.55,4.64,815.5,30.36,414.27,101.19,68.5,245.96,0.01,621.37,48.42,0.8946,1030.03,4.891
2023-07-13 15:00:00,2023,7,13,15,665.6,4.93,676.22,29.96,411.88,101.18,71.06,213.36,0.03,577.47,43.37,0.9174,864.67,4.21
2023-07-13 16:00:00,2023,7,13,16,481.58,5.22,500.02,29.49,413.73,101.17,74.27,191.52,0.01,466.9,36.71,0.9473,660.27,3.32
2023-07-13 17:00:00,2023,7,13,17,272.65,5.29,305.92,28.91,416.73,101.17,78.51,138.13,0.01,318.61,29.5,0.9798,401.53,2.088
2023-07-13 18:00:00,2023,7,13,18,108.9,4.99,124.57,28.3,416.4,101.18,82.67,78.46,0.02,113.57,24.22,1.0035,182.1,0.97
2023-07-13 19:00:00,2023,7,13,19,12.48,4.5,13.27,27.74,415.05,101.21,86.93,15.85,0.02,0.49,21.38,1.0163,27.27,0.147
2023-07-13 20:00:00,2023,7,13,20,0.0,4.03,0.0,27.48,405.67,101.25,89.47,0.0,0.12,0.0,21.44,1.016,0.0,0.0
2023-07-13 21:00:00,2023,7,13,21,0.0,3.74,0.0,27.31,419.25,101.31,91.33,0.0,0.26,0.0,21.7,1.0148,0.0,0.0
2023-07-13 22:00:00,2023,7,13,22,0.0,3.69,0.0,27.29,407.35,101.32,90.84,0.0,0.17,0.0,21.76,1.0146,0.0,0.0
2023-07-13 23:00:00,2023,7,13,23,0.0,3.8,0.0,27.26,406.17,101.32,89.29,0.0,0.16,0.0,21.56,1.0155,0.0,0.0
2023-07-14 00:00:00,2023,7,14,0,0.0,3.91,0.0,27.09,402.83,101.31,89.5,0.0,0.2,0.0,21.22,1.017,0.0,0.0
2023-07-14 01:00:00,2023,7,14,1,0.0,3.95,0.0,26.95,399.38,101.28,89.86,0.0,0.27,0.0,21.02,1.0179,0.0,0.0
2023-07-14 02:00:00,2023,7,14,2,0.0,3.92,0.0,26.85,398.98,101.25,89.87,0.0,0.28,0.0,20.97,1.0181,0.0,0.0
2023-07-14 03:00:00,2023,7,14,3,0.0,3.82,0.0,26.79,404.17,101.24,89.55,0.0,0.24,0.0,21.06,1.0177,0.0,0.0
2023-07-14 04:00:00,2023,7,14,4,0.0,3.66,0.0,26.71,404.65,101.24,89.38,0.0,0.22,0.0,21.22,1.017,0.0,0.0
2023-07-14 05:00:00,2023,7,14,5,16.38,3.45,16.58,26.68,413.1,101.27,89.15,19.38,0.17,0.54,22.02,1.0134,34.46,0.185
2023-07-14 06:00:00,2023,7,14,6,115.75,3.37,131.95,26.87,420.12,101.3,87.87,97.26,0.07,67.99,25.43,0.9981,206.49,1.094
2023-07-14 07:00:00,2023,7,14,7,267.9,3.3,310.38,27.17,422.27,101.33,85.09,175.28,0.04,210.3,30.59,0.9748,431.44,2.232
2023-07-14 08:00:00,2023,7,14,8,434.55,3.31,499.1,27.58,421.8,101.36,81.84,194.15,0.01,359.13,36.19,0.9496,615.69,3.103
2023-07-14 09:00:00,2023,7,14,9,598.67,3.24,669.08,27.98,422.83,101.38,79.3,246.51,0.01,430.9,41.83,0.9243,828.67,4.065
2023-07-14 10:00:00,2023,7,14,10,733.62,3.18,801.58,28.36,424.58,101.39,76.91,316.37,0.01,461.95,46.52,0.9032,1028.8,4.932
2023-07-14 11:00:00,2023,7,14,11,857.78,3.15,884.38,28.69,416.23,101.39,74.51,340.79,0.0,528.94,50.77,0.884,1175.74,5.467
2023-07-14 12:00:00,2023,7,14,12,879.45,3.27,905.47,28.95,417.58,101.36,71.99,315.98,0.0,540.03,51.53,0.8806,1174.26,5.467
2023-07-14 13:00:00,2023,7,14,13,858.95,3.59,874.15,29.15,420.65,101.32,69.55,279.21,0.0,567.09,50.61,0.8848,1119.46,5.257
2023-07-14 14:00:00,2023,7,14,14,785.45,4.05,787.35,29.26,408.77,101.28,67.83,212.7,0.0,623.78,47.73,0.8977,983.9,4.688
2023-07-14 15:00:00,2023,7,14,15,644.8,4.49,652.95,29.24,411.62,101.25,67.18,241.58,0.0,512.49,42.66,0.9206,870.2,4.252
2023-07-14 16:00:00,2023,7,14,16,469.83,4.74,482.77,29.12,413.02,101.22,67.47,192.61,0.0,431.78,36.69,0.9474,649.54,3.266
2023-07-14 17:00:00,2023,7,14,17,284.45,4.65,295.85,28.92,416.23,101.2,68.41,163.73,0.0,265.71,30.83,0.9737,437.21,2.26
2023-07-14 18:00:00,2023,7,14,18,114.95,4.37,121.43,28.58,418.98,101.2,69.93,88.74,0.0,94.19,25.62,0.9972,197.75,1.047
2023-07-14 19:00:00,2023,7,14,19,13.23,4.11,12.9,28.1,417.17,101.21,73.42,16.99,0.0,0.5,22.35,1.0119,29.08,0.156
2023-07-14 20:00:00,2023,7,14,20,0.0,3.8,0.0,27.8,405.88,101.25,77.51,0.0,0.0,0.0,22.1,1.013,0.0,0.0
2023-07-14 21:00:00,2023,7,14,21,0.0,3.61,0.0,27.71,415.55,101.27,80.04,0.0,0.0,0.0,22.3,1.0122,0.0,0.0
2023-07-14 22:00:00,2023,7,14,22,0.0,3.53,0.0,27.59,407.17,101.26,81.97,0.0,0.0,0.0,22.3,1.0122,0.0,0.0
2023-07-14 23:00:00,2023,7,14,23,0.0,3.55,0.0,27.36,403.42,101.24,83.85,0.0,0.0,0.0,22.04,1.0133,0.0,0.0
2023-07-15 00:00:00,2023,7,15,0,0.0,3.73,0.0,27.13,410.33,101.18,85.6,0.0,0.01,0.0,21.54,1.0156,0.0,0.0
2023-07-15 01:00:00,2023,7,15,1,0.0,3.94,0.0,26.88,403.88,101.13,87.37,0.0,0.12,0.0,20.97,1.0181,0.0,0.0
2023-07-15 02:00:00,2023,7,15,2,0.0,4.14,0.0,26.61,389.55,101.09,88.73,0.0,0.04,0.0,20.4,1.0207,0.0,0.0
2023-07-15 03:00:00,2023,7,15,3,0.0,4.26,0.0,26.32,388.33,101.08,89.69,0.0,0.0,0.0,19.93,1.0228,0.0,0.0
2023-07-15 04:00:00,2023,7,15,4,0.0,4.37,0.0,26.02,384.75,101.07,90.2,0.0,0.02,0.0,19.46,1.0249,0.0,0.0
2023-07-15 05:00:00,2023,7,15,5,17.12,4.35,17.02,25.83,382.58,101.07,88.35,19.59,0.03,3.29,19.84,1.0232,35.4,0.192
2023-07-15 06:00:00,2023,7,15,6,137.8,4.25,140.23,26.16,382.3,101.07,82.25,90.36,0.0,179.11,24.09,1.0041,222.11,1.184
2023-07-15 07:00:00,2023,7,15,7,318.55,4.05,325.9,26.67,383.73,101.07,76.26,161.74,0.0,353.62,30.55,0.975,469.46,2.429
2023-07-15 08:00:00,2023,7,15,8,504.98,3.8,517.53,27.68,389.65,101.06,70.07,196.48,0.0,501.26,37.76,0.9426,688.3,3.443
2023-07-15 09:00:00,2023,7,15,9,668.3,3.55,689.2,28.89,402.67,101.07,63.67,254.42,0.0,571.87,44.45,0.9125,905.68,4.386
2023-07-15 10:00:00,2023,7,15,10,806.78,2.82,822.0,30.34,404.67,101.07,57.54,265.35,0.0,609.66,51.32,0.8816,1054.35,4.933
2023-07-15 11:00:00,2023,7,15,11,891.95,1.74,902.95,31.16,405.92,101.06,58.42,258.99,0.0,654.98,56.42,0.8586,1133.59,5.166
2023-07-15 12:00:00,2023,7,15,12,926.38,2.2,942.72,31.37,410.27,101.03,59.23,244.11,0.0,688.18,57.02,0.8559,1154.14,5.243
2023-07-15 13:00:00,2023,7,15,13,859.83,3.68,860.33,31.25,410.15,101.01,60.33,264.63,0.0,576.85,52.6,0.8758,1106.73,5.145
2023-07-15 14:00:00,2023,7,15,14,809.4,4.89,820.4,30.95,408.02,100.99,62.81,213.74,0.0,678.42,48.91,0.8924,1008.82,4.778
2023-07-15 15:00:00,2023,7,15,15,674.17,5.62,683.65,30.73,407.15,100.98,63.84,202.68,0.0,623.38,43.37,0.9173,863.27,4.203
2023-07-15 16:00:00,2023,7,15,16,496.4,5.78,509.98,30.58,409.25,100.95,64.23,176.93,0.0,526.56,37.42,0.9441,661.48,3.315
2023-07-15 17:00:00,2023,7,15,17,304.83,5.67,316.92,30.49,411.35,100.93,64.15,148.65,0.0,362.71,31.51,0.9707,443.52,2.285
2023-07-15 18:00:00,2023,7,15,18,125.32,5.59,131.82,30.28,413.02,100.93,64.82,87.22,0.0,140.95,25.81,0.9963,206.7,1.093
2023-07-15 19:00:00,2023,7,15,19,13.48,5.41,13.23,29.99,410.98,100.96,66.19,17.81,0.0,2.05,22.3,1.0122,30.1,0.162
2023-07-15 20:00:00,2023,7,15,20,0.0,4.82,0.0,30.32,408.48,101.01,64.79,0.0,0.0,0.0,23.09,1.0086,0.0,0.0
2023-07-15 21:00:00,2023,7,15,21,0.0,4.29,0.0,30.53,407.95,101.05,63.17,0.0,0.0,0.0,24.1,1.0041,0.0,0.0
2023-07-15 22:00:00,2023,7,15,22,0.0,3.91,0.0,30.52,404.88,101.06,62.41,0.0,0.0,0.0,24.66,1.0016,0.0,0.0
2023-07-15 23:00:00,2023,7,15,23,0.0,3.5,0.0,30.36,400.42,101.04,61.58,0.0,0.01,0.0,25.11,0.9995,0.0,0.0
2023-07-16 00:00:00,2023,7,16,0,0.0,3.11,0.0,30.09,397.25,101.0,60.8,0.0,0.0,0.0,25.42,0.9981,0.0,0.0
2023-07-16 01:00:00,2023,7,16,1,0.0,3.01,0.0,29.83,394.23,100.97,59.95,0.0,0.0,0.0,25.32,0.9986,0.0,0.0
2023-07-16 02:00:00,2023,7,16,2,0.0,3.14,0.0,29.61,397.55,100.94,59.62,0.0,0.01,0.0,24.9,1.0004,0.0,0.0
2023-07-16 03:00:00,2023,7,16,3,0.0,3.59,0.0,29.42,407.77,100.93,59.65,0.0,0.01,0.0,24.04,1.0043,0.0,0.0
2023-07-16 04:00:00,2023,7,16,4,0.0,4.36,0.0,29.09,408.7,100.95,63.06,0.0,0.03,0.0,22.55,1.011,0.0,0.0
2023-07-16 05:00:00,2023,7,16,5,13.48,4.74,16.38,28.58,425.92,100.99,74.69,16.51,0.21,1.85,21.89,1.014,28.88,0.155
2023-07-16 06:00:00,2023,7,16,6,100.0,4.7,139.55,28.53,433.5,101.03,85.72,75.3,0.64,118.48,24.6,1.0018,170.26,0.905
2023-07-16 07:00:00,2023,7,16,7,227.9,4.43,324.55,28.85,437.08,101.09,90.09,127.72,0.44,251.58,29.33,0.9805,347.06,1.806
2023-07-16 08:00:00,2023,7,16,8,414.35,4.31,513.3,29.26,438.65,101.13,88.25,208.93,0.18,314.46,35.74,0.9517,609.28,3.078
2023-07-16 09:00:00,2023,7,16,9,584.7,4.09,683.0,29.34,439.75,101.17,85.98,276.18,0.08,358.63,41.48,0.9259,842.38,4.14
2023-07-16 10:00:00,2023,7,16,10,755.6,3.57,814.78,29.57,428.17,101.21,82.58,310.54,0.07,503.1,47.83,0.8973,1045.34,4.978
2023-07-16 11:00:00,2023,7,16,11,880.72,3.09,896.9,29.94,414.52,101.22,78.91,265.62,0.02,633.33,52.83,0.8748,1128.55,5.24
2023-07-16 12:00:00,2023,7,16,12,906.35,2.93,924.97,30.24,416.05,101.22,75.86,240.61,0.01,668.28,54.17,0.8687,1130.84,5.214
2023-07-16 13:00:00,2023,7,16,13,844.85,3.12,846.3,30.49,414.4,101.22,73.07,303.25,0.0,527.55,52.21,0.8775,1127.79,5.253
2023-07-16 14:00:00,2023,7,16,14,794.78,3.56,806.88,30.64,414.45,101.2,70.96,237.51,0.0,618.43,50.14,0.8869,1016.38,4.784
2023-07-16 15:00:00,2023,7,16,15,659.47,4.17,671.15,30.59,413.92,101.2,70.36,217.46,0.0,574.49,44.94,0.9103,862.36,4.166
2023-07-16 16:00:00,2023,7,16,16,478.92,4.83,498.5,30.35,416.25,101.18,71.36,191.66,0.0,457.16,38.07,0.9412,657.74,3.286
2023-07-16 17:00:00,2023,7,16,17,289.83,5.17,307.4,30.04,413.67,101.18,73.01,135.05,0.0,367.23,31.34,0.9715,415.83,2.144
2023-07-16 18:00:00,2023,7,16,18,120.32,5.11,126.12,29.53,411.15,101.18,76.42,82.84,0.0,163.15,25.62,0.9972,197.61,1.046
2023-07-16 19:00:00,2023,7,16,19,12.5,4.68,12.55,28.85,407.85,101.21,81.93,15.61,0.0,1.34,22.22,1.0125,27.06,0.145
2023-07-16 20:00:00,2023,7,16,20,0.0,4.25,0.0,28.46,405.7,101.26,85.77,0.0,0.0,0.0,22.08,1.0131,0.0,0.0
2023-07-16 21:00:00,2023,7,16,21,0.0,3.59,0.0,28.2,409.48,101.29,89.06,0.0,0.0,0.0,22.82,1.0098,0.0,0.0
2023-07-16 22:00:00,2023,7,16,22,0.0,2.98,0.0,27.99,412.1,101.32,91.57,0.0,0.08,0.0,23.52,1.0067,0.0,0.0
2023-07-16 23:00:00,2023,7,16,23,0.0,2.52,0.0,27.84,413.05,101.34,93.15,0.0,0.17,0.0,24.06,1.0042,0.0,0.0
2023-07-17 00:00:00,2023,7,17,0,0.0,2.2,0.0,27.78,412.38,101.34,93.77,0.0,0.15,0.0,24.48,1.0023,0.0,0.0
2023-07-17 01:00:00,2023,7,17,1,0.0,2.06,0.0,27.74,411.23,101.33,93.89,0.0,0.14,0.0,24.65,1.0016,0.0,0.0
2023-07-17 02:00:00,2023,7,17,2,0.0,1.98,0.0,27.71,413.98,101.32,93.88,0.0,0.09,0.0,24.74,1.0012,0.0,0.0
